Date,TOPIX,NASDAQ100,GOLD,JREIT,USDJPY
2020-06-02,146.28399658203125,10468.9716796875,17640.0,1429.354736328125,107.5479965209961
2020-06-03,147.60186767578125,10658.955078125,17600.0,1460.0679931640625,108.80899810791016
2020-06-04,148.0411376953125,10678.953125,17430.0,1438.8052978515625,108.9990005493164
2020-06-05,148.48043823242188,10728.9482421875,17560.0,1442.742431640625,109.1500015258789
2020-06-08,150.32546997070312,10908.9296875,17400.0,1472.66845703125,109.63400268554688
2020-06-09,150.32546997070312,10818.9375,17240.0,1478.181396484375,108.40899658203125
2020-06-10,150.06187438964844,10898.9306640625,17350.0,1482.9063720703125,107.7969970703125
2020-06-11,146.81114196777344,10848.9365234375,17410.0,1440.3800048828125,106.98100280761719
2020-06-12,144.52682495117188,10558.96484375,17410.0,1441.167724609375,106.8030014038086
2020-06-15,141.45176696777344,10218.9970703125,17330.0,1378.9530029296875,107.31099700927734
2020-06-16,146.9868621826172,10798.9404296875,17430.0,1440.3800048828125,107.46399688720703
2020-06-17,146.28399658203125,10818.9375,17440.0,1448.255615234375,107.41000366210938
2020-06-18,146.19610595703125,10788.9404296875,17340.0,1450.6175537109375,106.89399719238281
2020-06-19,146.1082763671875,10858.9345703125,17330.0,1431.71728515625,107.00599670410156
2020-06-22,145.84469604492188,10798.9404296875,17590.0,1418.32958984375,106.83100128173828
2020-06-23,146.28399658203125,10978.923828125,17650.0,1420.6920166015625,106.90299987792969
2020-06-24,145.5811004638672,11058.9150390625,17740.0,1433.2923583984375,106.43199920654297
2020-06-25,144.0875244140625,10868.93359375,17750.0,1415.9666748046875,107.04399871826172
2020-06-26,145.84469604492188,10968.923828125,17690.0,1434.079833984375,107.15499877929688
2020-06-29,143.0332489013672,10658.955078125,17880.0,1408.0914306640625,107.21800231933594
2020-06-30,143.38465881347656,10888.931640625,17950.0,1404.9415283203125,107.58999633789062
2020-07-01,142.2425079345703,11028.91796875,18060.0,1407.30419921875,107.98899841308594
2020-07-02,142.76966857910156,11208.900390625,17840.0,1435.65478515625,107.36599731445312
2020-07-03,143.47251892089844,11298.8916015625,17930.0,1431.71728515625,107.49700164794922
2020-07-06,145.75682067871094,11448.876953125,17940.0,1431.71728515625,107.5790023803711
2020-07-07,145.2296905517578,11548.8662109375,18050.0,1430.929931640625,107.35900115966797
2020-07-08,143.9118194580078,11468.8740234375,18140.0,1429.354736328125,107.5780029296875
2020-07-09,140.92462158203125,11598.8623046875,18270.0,1423.054443359375,107.28299713134766
2020-07-10,141.99205017089844,11558.865234375,18050.0,1404.154052734375,107.23600006103516
2020-07-13,145.4005584716797,11808.841796875,18180.0,1408.879150390625,106.91000366210938
2020-07-14,144.59327697753906,11538.8681640625,18110.0,1409.6668701171875,107.2760009765625
2020-07-15,146.7460479736328,11638.8583984375,18230.0,1415.1793212890625,107.24500274658203
2020-07-16,145.93875122070312,11488.87109375,18190.0,1405.7291259765625,106.91699981689453
2020-07-17,145.4005584716797,11508.8701171875,18150.0,1400.2164306640625,107.27799987792969
2020-07-20,145.57997131347656,11528.8681640625,18260.0,1404.154052734375,107.08999633789062
2020-07-21,146.2975616455078,12008.8212890625,18350.0,1397.0662841796875,107.19599914550781
2020-07-22,145.22116088867188,11778.845703125,18670.0,1408.879150390625,106.83200073242188
2020-07-27,145.75936889648438,11308.8896484375,19210.0,1415.9666748046875,105.99299621582031
2020-07-28,145.041748046875,11478.873046875,19220.0,1409.6668701171875,105.26100158691406
2020-07-29,143.0684051513672,11258.8955078125,19310.0,1419.9044189453125,105.10700225830078
2020-07-30,142.17141723632812,11388.8818359375,19380.0,1415.1793212890625,105.03199768066406
2020-07-31,138.31442260742188,11488.87109375,19360.0,1406.5164794921875,104.68299865722656
2020-08-03,140.46717834472656,11758.8466796875,19660.0,1415.1793212890625,105.86599731445312
2020-08-04,143.60659790039062,11918.8291015625,19680.0,1428.567138671875,106.02999877929688
2020-08-05,143.51690673828125,11918.8291015625,20070.0,1432.504638671875,105.61399841308594
2020-08-06,143.15811157226562,11848.8369140625,20330.0,1411.2418212890625,105.5530014038086
2020-08-07,143.0684051513672,11968.8935546875,20440.0,1423.263427734375,105.58100128173828
2020-08-11,146.6563262939453,11968.8935546875,20040.0,1423.263427734375,105.99199676513672
2020-08-12,148.27090454101562,11818.9072265625,18870.0,1422.4681396484375,106.52100372314453
2020-08-13,150.15455627441406,12008.8896484375,19340.0,1432.0096435546875,106.8219985961914
2020-08-14,149.88548278808594,12138.87890625,19600.0,1426.44384765625,106.98600006103516
2020-08-17,148.62969970703125,12078.8837890625,19470.0,1434.394775390625,106.55400085449219
2020-08-18,148.71937561035156,12088.8828125,19840.0,1446.3214111328125,105.99500274658203
2020-08-19,149.07818603515625,12208.87109375,19700.0,1431.2144775390625,105.2239990234375
2020-08-20,147.5532989501953,12108.880859375,19360.0,1432.8048095703125,106.0790023803711
2020-08-21,148.27090454101562,12288.8623046875,19310.0,1472.5604248046875,105.66500091552734
2020-08-24,148.5399932861328,12448.8486328125,19210.0,1470.9703369140625,105.87699890136719
2020-08-25,149.88548278808594,12528.841796875,19220.0,1480.51171875,105.99299621582031
2020-08-26,150.0648651123047,12648.830078125,19190.0,1472.5604248046875,106.40499877929688
2020-08-27,149.07818603515625,12848.8115234375,19300.0,1472.5604248046875,105.85600280761719
2020-08-28,148.00181579589844,12918.8056640625,19360.0,1477.3311767578125,106.63700103759766
2020-08-31,148.89878845214844,12928.8037109375,19540.0,1486.872802734375,105.53500366210938
2020-09-01,149.1678924560547,13038.794921875,19710.0,1468.585205078125,106.00399780273438
2020-09-02,149.97515869140625,13328.7685546875,19580.0,1470.9703369140625,105.89600372314453
2020-09-03,150.51336669921875,13298.76953125,19300.0,1488.4632568359375,106.20800018310547
2020-09-04,149.257568359375,12658.8291015625,19300.0,1478.921630859375,106.08599853515625
2020-09-07,148.71937561035156,12288.8623046875,19260.0,1463.0191650390625,106.31099700927734
2020-09-08,149.79574584960938,12448.8486328125,19270.0,1466.9945068359375,106.30500030517578
2020-09-09,148.0915069580078,11988.8916015625,19180.0,1462.224365234375,105.96800231933594
2020-09-10,150.0648651123047,12268.8662109375,19410.0,1455.8629150390625,106.23100280761719
2020-09-11,151.23094177246094,12158.8759765625,19360.0,1443.1412353515625,106.14299774169922
2020-09-14,152.3970184326172,12108.880859375,19390.0,1447.911865234375,106.1449966430664
2020-09-15,151.4103240966797,12148.876953125,19510.0,1462.224365234375,105.71499633789062
2020-09-16,151.85882568359375,12258.8662109375,19390.0,1481.3070068359375,105.38099670410156
2020-09-17,151.32064819335938,11848.904296875,19160.0,1483.6923828125,105.06199645996094
2020-09-18,151.94851684570312,11848.904296875,19240.0,1461.4290771484375,104.697998046875
2020-09-23,151.7691192626953,11898.900390625,18590.0,1443.1412353515625,105.03399658203125
2020-09-24,150.33396911621094,11528.93359375,18330.0,1453.4775390625,105.30400085449219
2020-09-25,150.9618377685547,11678.919921875,18460.0,1476.5362548828125,105.43499755859375
2020-09-28,153.6527862548828,11988.8916015625,18350.0,1485.2823486328125,105.5739974975586
2020-09-29,154.5497589111328,12268.8662109375,18620.0,1493.233642578125,105.43299865722656
2020-09-30,151.23094177246094,11978.8935546875,18710.0,1477.3311767578125,105.66400146484375
2020-10-02,149.88548278808594,12098.8818359375,18820.0,1466.19970703125,105.54299926757812
2020-10-05,152.3970184326172,12158.8759765625,18790.0,1486.872802734375,105.51000213623047
2020-10-06,153.2042999267578,12298.8623046875,18950.0,1497.20947265625,105.70700073242188
2020-10-07,153.38369750976562,12148.876953125,18750.0,1493.233642578125,105.63999938964844
2020-10-08,154.1909942626953,12368.8564453125,18790.0,1488.4632568359375,105.96499633789062
2020-10-09,153.2042999267578,12438.8505859375,18970.0,1478.921630859375,106.01799774169922
2020-10-12,152.93519592285156,12608.833984375,19130.0,1474.9459228515625,105.63200378417969
2020-10-13,153.38369750976562,12918.8056640625,18940.0,1475.7413330078125,105.33899688720703
2020-10-14,152.84548950195312,12948.802734375,18780.0,1470.9703369140625,105.47000122070312
2020-10-15,151.85882568359375,12678.8271484375,18780.0,1461.4290771484375,105.13899993896484
2020-10-16,150.51336669921875,12668.8291015625,18850.0,1446.3214111328125,105.36000061035156
2020-10-19,152.48670959472656,12718.82421875,18900.0,1453.4775390625,105.427001953125
2020-10-20,151.4103240966797,12528.841796875,18830.0,1437.5750732421875,105.47000122070312
2020-10-21,152.3970184326172,12478.8466796875,18950.0,1434.394775390625,105.47699737548828
2020-10-22,150.6927490234375,12308.8623046875,18810.0,1435.1900634765625,104.6760025024414
2020-10-23,151.32064819335938,12348.857421875,18720.0,1441.55126953125,104.9209976196289
2020-10-26,150.6927490234375,12328.8603515625,18680.0,1422.4681396484375,104.68299865722656
2020-10-27,150.60304260253906,12238.8681640625,18770.0,1424.0582275390625,104.83200073242188
2020-10-28,150.0648651123047,12208.87109375,18690.0,1408.9508056640625,104.54499816894531
2020-10-29,150.2442626953125,11928.896484375,18430.0,1420.8779296875,104.31500244140625
2020-10-30,147.19451904296875,11698.9189453125,18280.0,1397.8194580078125,104.55400085449219
2020-11-02,149.79574584960938,11778.912109375,18510.0,1401.795166015625,104.58000183105469
2020-11-04,151.5897216796875,12278.8642578125,18670.0,1426.44384765625,104.5459976196289
2020-11-05,153.56307983398438,12658.8291015625,18710.0,1451.887939453125,104.43800354003906
2020-11-06,154.46006774902344,12558.83984375,18860.0,1451.0924072265625,103.60299682617188
2020-11-09,156.52313232421875,12998.798828125,19080.0,1444.7313232421875,103.25299835205078
2020-11-10,158.3170928955078,12458.8486328125,18550.0,1469.4769287109375,105.13700103759766
2020-11-11,160.91831970214844,12428.8515625,18600.0,1480.72509765625,105.26000213623047
2020-11-12,160.73892211914062,12658.8291015625,18480.0,1472.6907958984375,105.41500091552734
2020-11-13,158.586181640625,12598.8349609375,18510.0,1452.605224609375,105.08999633789062
2020-11-16,161.27713012695312,12758.8212890625,18580.0,1448.5877685546875,104.6760025024414
2020-11-17,161.5462188720703,12688.826171875,18520.0,1450.194580078125,104.54100036621094
2020-11-18,160.29043579101562,12578.8359375,18360.0,1443.76708984375,104.18099975585938
2020-11-19,160.55953979492188,12478.8466796875,18130.0,1438.9466552734375,103.89399719238281
2020-11-20,160.73892211914062,12588.8359375,18210.0,1438.9466552734375,103.82499694824219
2020-11-24,163.87835693359375,12638.83203125,17870.0,1443.76708984375,104.5250015258789
2020-11-25,164.14744567871094,12798.8173828125,17670.0,1440.5535888671875,104.51300048828125
2020-11-26,165.76202392578125,12898.80859375,17720.0,1442.1605224609375,104.4000015258789
2020-11-27,166.2105255126953,12838.814453125,17670.0,1451.801513671875,104.24199676513672
2020-11-30,163.0710906982422,12858.8115234375,17260.0,1448.5877685546875,104.08200073242188
2020-12-01,164.595947265625,13088.7890625,17490.0,1461.442626953125,104.29900360107422
2020-12-02,165.04443359375,13138.7861328125,17750.0,1453.408447265625,104.30899810791016
2020-12-03,165.49293518066406,13208.779296875,17970.0,1450.9981689453125,104.45800018310547
2020-12-04,165.40322875976562,13158.783203125,17950.0,1455.0150146484375,103.822998046875
2020-12-07,164.05775451660156,13188.78125,18000.0,1451.801513671875,104.197998046875
2020-12-08,163.96807861328125,13258.7744140625,18240.0,1459.8359375,103.99800109863281
2020-12-09,165.85171508789062,13328.7685546875,18180.0,1455.818603515625,104.13500213623047
2020-12-10,165.6723175048828,13028.794921875,18030.0,1452.605224609375,104.27200317382812
2020-12-11,165.94140625,13018.7958984375,17900.0,1467.0667724609375,104.18199920654297
2020-12-14,166.9281005859375,13058.7919921875,17900.0,1468.673583984375,103.93900299072266
2020-12-15,166.0311279296875,13118.787109375,17960.0,1471.083740234375,104.01000213623047
2020-12-16,166.56930541992188,13208.779296875,18040.0,1483.1356201171875,103.63400268554688
2020-12-17,167.0177764892578,13288.7705078125,18130.0,1484.7423095703125,103.4749984741211
2020-12-18,167.10748291015625,13318.7685546875,18280.0,1477.5113525390625,103.13099670410156
2020-12-21,166.6590118408203,13368.7646484375,18460.0,1470.2803955078125,103.45700073242188
2020-12-22,163.96807861328125,13248.7744140625,18220.0,1475.1014404296875,103.33999633789062
2020-12-23,164.50625610351562,13288.7705078125,18120.0,1481.5286865234375,103.53399658203125
2020-12-24,165.31353759765625,13278.7724609375,18230.0,1490.366455078125,103.552001953125
2020-12-25,165.49293518066406,13298.76953125,18260.0,1490.366455078125,103.65299987792969
2020-12-28,166.47959899902344,13378.7626953125,18350.0,1509.64892578125,103.53299713134766
2020-12-29,169.3499298095703,13518.7509765625,18250.0,1522.5037841796875,103.68900299072266
2020-12-30,168.18386840820312,13468.7548828125,18250.0,1533.7515869140625,103.55899810791016
2021-01-04,167.1971893310547,13418.7587890625,18570.0,1519.2899169921875,103.23899841308594
2021-01-05,167.0177764892578,13218.77734375,18730.0,1532.947998046875,103.125
2021-01-06,167.5559844970703,13128.7861328125,18750.0,1516.076171875,102.6780014038086
2021-01-07,170.4263153076172,13288.7705078125,18610.0,1533.7515869140625,103.02400207519531
2021-01-08,173.1172637939453,13648.73828125,18580.0,1533.7515869140625,103.79000091552734
2021-01-12,173.1172637939453,13628.7412109375,18180.0,1532.14501953125,104.12799835205078
2021-01-13,173.74514770507812,13558.7470703125,18060.0,1516.076171875,103.75199890136719
2021-01-14,174.82151794433594,13638.740234375,18000.0,1516.076171875,103.83699798583984
2021-01-15,172.84815979003906,13478.75390625,18020.0,1514.46923828125,103.8280029296875
2021-01-18,172.1305694580078,13428.7587890625,17870.0,1524.913818359375,103.90799713134766
2021-01-19,173.29666137695312,13598.7431640625,17930.0,1535.3585205078125,103.7030029296875
2021-01-20,172.39968872070312,13708.7314453125,18020.0,1544.196044921875,103.89700317382812
2021-01-21,173.3863525390625,14008.7060546875,18170.0,1546.6068115234375,103.55500030517578
2021-01-22,173.02757263183594,13988.70703125,18100.0,1549.016845703125,103.50599670410156
2021-01-25,173.5657501220703,14138.6923828125,18030.0,1549.016845703125,103.7770004272461
2021-01-26,172.57908630371094,14078.697265625,18070.0,1545.8031005859375,103.76000213623047
2021-01-27,173.5657501220703,14238.6845703125,18000.0,1565.0855712890625,103.60299682617188
2021-01-28,171.32330322265625,13748.728515625,17940.0,1573.1199951171875,104.14299774169922
2021-01-29,168.45297241210938,13748.728515625,18090.0,1589.99169921875,104.29100036621094
2021-02-01,170.3366241455078,13758.728515625,18260.0,1591.5987548828125,104.68599700927734
2021-02-02,172.2202911376953,14168.6904296875,18280.0,1579.547607421875,104.88099670410156
2021-02-03,174.73184204101562,14398.66796875,18120.0,1584.3677978515625,105.02799987792969
2021-02-04,174.10394287109375,14248.68359375,17930.0,1590.79541015625,104.99500274658203
2021-02-05,176.43609619140625,14538.65625,17800.0,1602.0433349609375,105.5719985961914
2021-02-08,179.48582458496094,14608.6494140625,17930.0,1626.1463623046875,105.4000015258789
2021-02-09,179.48582458496094,14528.6572265625,18110.0,1617.30859375,105.20999908447266
2021-02-10,180.20339965820312,14538.65625,18080.0,1642.9083251953125,104.57499694824219
2021-02-12,180.29310607910156,14568.6533203125,17930.0,1668.8316650390625,104.74099731445312
2021-02-15,182.3561553955078,14728.6396484375,17990.0,1673.6927490234375,105.05899810791016
2021-02-16,183.25315856933594,14828.6279296875,18010.0,1720.6790771484375,105.38700103759766
2021-02-17,182.7149658203125,14748.6357421875,17800.0,1689.084716796875,106.10299682617188
2021-02-18,181.0106964111328,14608.6494140625,17720.0,1658.300537109375,105.86100006103516
2021-02-19,179.93431091308594,14558.654296875,17540.0,1677.7431640625,105.6520004272461
2021-02-22,180.6519012451172,14468.662109375,17730.0,1688.2744140625,105.51399993896484
2021-02-24,177.6021728515625,13988.70703125,17910.0,1719.058349609375,105.28299713134766
2021-02-25,179.93431091308594,14308.6767578125,17880.0,1723.109130859375,105.94400024414062
2021-02-26,173.92454528808594,13658.736328125,17550.0,1671.2623291015625,106.37899780273438
2021-03-01,177.51248168945312,14088.697265625,17500.0,1681.7935791015625,106.50299835205078
2021-03-02,176.7052001953125,14298.6796875,17190.0,1675.3125,106.85099792480469
2021-03-03,177.78155517578125,14228.6845703125,17380.0,1673.6927490234375,106.75800323486328
2021-03-04,175.62879943847656,13658.736328125,17260.0,1663.1610107421875,107.05799865722656
2021-03-05,177.1536865234375,13698.7333984375,17200.0,1646.958740234375,107.95500183105469
2021-03-08,176.7052001953125,13768.7275390625,17350.0,1655.8701171875,108.41899871826172
2021-03-09,179.03733825683594,13768.7275390625,17280.0,1640.4779052734375,108.93900299072266
2021-03-10,179.21673583984375,14058.7001953125,17490.0,1644.5281982421875,108.5770034790039
2021-03-11,179.84461975097656,14148.69140625,17670.0,1656.6800537109375,108.43199920654297
2021-03-12,181.9076690673828,14348.6728515625,17480.0,1685.0341796875,108.55500030517578
2021-03-15,183.52224731445312,14288.6796875,17670.0,1690.7049560546875,109.11699676513672
2021-03-16,184.59861755371094,14528.6572265625,17760.0,1722.2994384765625,109.13400268554688
2021-03-17,185.13681030273438,14528.6572265625,17770.0,1725.5396728515625,109.02899932861328
2021-03-18,187.46896362304688,14578.65234375,17840.0,1737.6912841796875,108.89099884033203
2021-03-19,187.91744995117188,14108.6943359375,17720.0,1721.4888916015625,108.93099975585938
2021-03-22,185.944091796875,14238.6845703125,17700.0,1717.4385986328125,108.87100219726562
2021-03-23,184.06040954589844,14348.6728515625,17720.0,1725.5396728515625,108.7760009765625
2021-03-24,180.20339965820312,14328.67578125,17620.0,1716.6282958984375,108.5199966430664
2021-03-25,182.3561553955078,14138.6923828125,17690.0,1714.1978759765625,108.79000091552734
2021-03-26,185.3162078857422,14258.681640625,17680.0,1743.3621826171875,109.17900085449219
2021-03-29,185.49559020996094,14268.6806640625,17720.0,1732.8309326171875,109.79100036621094
2021-03-30,185.944091796875,14408.6669921875,17570.0,1748.2227783203125,109.83599853515625
2021-03-31,184.06040954589844,14478.6611328125,17500.0,1757.1341552734375,110.30500030517578
2021-04-01,184.06040954589844,14758.634765625,17800.0,1729.5902099609375,110.75
2021-04-02,185.58529663085938,14978.615234375,17900.0,1743.3621826171875,110.61299896240234
2021-04-05,186.392578125,14978.615234375,17880.0,1765.235107421875,110.677001953125
2021-04-06,183.8810272216797,15168.59765625,17920.0,1756.3238525390625,110.19300079345703
2021-04-07,184.95741271972656,15118.6015625,17870.0,1773.33642578125,109.79299926757812
2021-04-08,183.7913360595703,15278.5869140625,17910.0,1778.1968994140625,109.85199737548828
2021-04-09,184.41921997070312,15248.58984375,17930.0,1796.8297119140625,109.33000183105469
2021-04-12,183.9707489013672,15308.583984375,17850.0,1779.8175048828125,109.69400024414062
2021-04-13,184.41921997070312,15328.5830078125,17750.0,1775.7666015625,109.3740005493164
2021-04-14,183.6119384765625,15448.572265625,17820.0,1791.1588134765625,108.92400360107422
2021-04-15,184.5089111328125,15278.5869140625,17780.0,1778.1968994140625,108.89399719238281
2021-04-16,184.59861755371094,15418.5751953125,18000.0,1792.779052734375,108.68900299072266
2021-04-19,184.15011596679688,15438.572265625,18060.0,1786.298095703125,108.71900177001953
2021-04-20,181.10040283203125,15268.5888671875,17950.0,1779.0068359375,108.0979995727539
2021-04-21,177.6021728515625,15028.6103515625,18050.0,1773.33642578125,108.13300323486328
